~id,name:String,~label,abbreviation:String
198,system51,languages,embedded pascal
199,systemverilog,languages,
200,tacl,languages,
201,tcl-tk,languages,
202,tex,languages,
203,tool command language,languages,tcl
204,tpl,languages,
205,t-sql,languages,transact-sql
206,ttcn,languages,
207,typed assembly language,languages,tal
208,typescript,languages,
209,ucob,languages,
210,uniface,languages,4gl
211,unified modeling language,languages,uml
212,unix cobol,languages,
213,unix shell,languages,
214,u-sql,languages,
215,vag,languages,
216,vba,languages,
217,vbscript,languages,
218,verilog,languages,
219,vhsic hardware description language,languages,vhdl
220,vispro rexx,languages,
221,visual foxpro,languages,
222,visualforce,languages,
223,wig,languages,
224,wmlscript,languages,
225,wolfram mathematica,languages,
226,wonderware quickscript .net,languages,
227,wsdl,languages,
228,x++,languages,microsoft dynamics ax
229,xaml,languages,
230,xarc,languages,
231,xml user interface language,languages,xul
232,xpath,languages,
233,xquery,languages,
234,xsl,languages,
235,xslt,languages,
236,yaml,languages,
237,.net compact framework,technologies,
238,3-tier,technologies,
239,active accessibility,technologies,
240,active directory,technologies,ad
241,active directory certificate services,technologies,ad cs
242,active directory federation services,technologies,ad fs
243,active directory service interface,technologies,adsi
244,active server pages,technologies,asp
245,activex,technologies,
246,actor pattern,technologies,azure service fabric
247,ado,technologies,
248,ado.net,technologies,
249,advanced function presentation,technologies,afp
250,adverse media,technologies,screening/search
251,aes,technologies,
252,ajax,technologies,
253,altera fpga,technologies,
254,altera nios soft-core,technologies,
255,amazon api gateway,technologies,
256,amazon athena,technologies,
257,amazon cloudfront,technologies,
258,amazon cloudwatch,technologies,
259,amazon cognito,technologies,
260,amazon data pipeline,technologies,
261,amazon dynamodb,technologies,
262,amazon ec2,technologies,
263,amazon ecs,technologies,elastic container service
264,amazon marketplace web service,technologies,mws
265,amazon s3,technologies,
266,amazon sagemaker,technologies,
267,amazon sqs,technologies,simple queue service
268,amf,technologies,action message format
269,amfphp,technologies,
270,andf,technologies,
271,apache activemq,technologies,
272,apache airflow,technologies,
273,apache avro,technologies,
274,apache axis2,technologies,
275,apache camel,technologies,
276,apache cxf,technologies,
277,apache felix,technologies,
278,apache hadoop,technologies,
279,apache hadoop common,technologies,
280,apache hadoop mapreduce,technologies,
281,apache hadoop yarn,technologies,
282,apache hdfs,technologies,
283,apache karaf,technologies,
284,apache knox gateway,technologies,
285,apache lucene,technologies,
286,apache mahout,technologies,
287,apache myfaces,technologies,
288,apache ranger,technologies,
289,apache solr,technologies,
290,apache spark,technologies,
291,apache storm,technologies,
292,apache streamsets,technologies,
293,apache xmlbeans,technologies,
294,apache zookeeper,technologies,
295,api,technologies,
296,aptix,technologies,
297,arcfm enterprise,technologies,
298,arcgis,technologies,
299,arcims,technologies,
300,arcmap,technologies,
301,arcobjects,technologies,
302,arcsde,technologies,
303,arcsight,technologies,
304,arcsight esm,technologies,
305,arcsight siem,technologies,
306,arcview,technologies,
307,arcxml,technologies,
308,asic,technologies,
309,asp.net,technologies,
310,asp.net 5/mvc 6,technologies,
311,asp.net core mvc,technologies,
312,asp.net mvc,technologies,
313,asp.net mvc 4,technologies,
314,asp.net mvc 5,technologies,
315,asp.net web api,technologies,
316,atl,technologies,
317,atlassian confluence,technologies,
318,attribute-based access control,technologies,abac
319,augmented reality,technologies,
320,aws cloudtrail,technologies,
321,aws cloudwatch,technologies,
322,aws codepipeline,technologies,
323,aws glue,technologies,
324,aws identity and access management,technologies,iam
325,aws iot core,technologies,
326,aws lake formation,technologies,
327,awt,technologies,
328,axis,technologies,
329,azure resource manager,technologies,arm
330,beats,technologies,
331,biometrics,technologies,
332,bitcoin,technologies,
333,blowfish,technologies,
334,bluetooth,technologies,
335,boost c++,technologies,
336,box2d,technologies,
337,bsd socket,technologies,
338,business intelligence markup language,technologies,biml
339,canvas,technologies,
340,cascading framework,technologies,
341,celery,technologies,
342,certification authority service,technologies,microsoft
343,cgi,technologies,
344,change control,technologies,
345,chatbot,technologies,
346,clariion,technologies,
347,clarion,technologies,
348,client-server architecture,technologies,
349,client-side object model,technologies,csom
350,cmd,technologies,command prompt
351,code ignitor,technologies,
352,codec,technologies,
353,codeigniter,technologies,php
354,codepush,technologies,
355,collaborative data objects,technologies,cdo
356,com,technologies,
357,com/dcom,technologies,
358,com+,technologies,
359,compass,technologies,
360,composer,technologies,php
361,composite cms,technologies,
362,computer telephone integration,technologies,cti
363,contexts & dependency injection,technologies,cdi
364,corba,technologies,
365,core data,technologies,
366,core image,technologies,
367,crisc,technologies,
368,dao,technologies,
369,data retention policy,technologies,
370,dbcc,technologies,
371,dce,technologies,
372,dcom,technologies,
373,dde,technologies,
374,delphi jedi,technologies,
375,des,technologies,
376,device drivers,technologies,linux
377,dhtml,technologies,
378,dibs,technologies,payment services
379,dirxml,technologies,
380,django,technologies,
381,docbook,technologies,
382,docker,technologies,
383,docker swarm,technologies,
384,document type definition,technologies,dtd
385,dom - document object model,technologies,
386,dotnetnuke,technologies,
387,drm oma,technologies,open mobile alliance
388,dvb-c,technologies,
389,dvb-h,technologies,
390,dvb-s,technologies,
391,dvb-t,technologies,
392,dxf,technologies,
393,ebxml,technologies,
394,ejb 3.0,technologies,enterprise java beans
395,elasticsearch,technologies,
396,ember.js,technologies,
397,emc,technologies,
398,encryption,technologies,
399,endeavour,technologies,
400,enterprise data lake,technologies,edl
401,enterprise java beans,technologies,ejb
402,entity relationship diagram,technologies,erd
403,episerver,technologies,
404,esd,technologies,
405,esri,technologies,
406,eureka,technologies,
407,experience api,technologies,xapi
408,facebook api,technologies,
409,facelets,technologies,
410,field-programmable gate array,technologies,fpga
411,fitnesse,technologies,
412,flask,technologies,
413,fop,technologies,
414,fpml,technologies,financial products markup language
415,fql,technologies,facebook query language
416,freemarker,technologies,
417,functional safety,technologies,
418,gef,technologies,graphical editing framework
419,geographic data files,technologies,gdf
420,geographical information system,technologies,gis
421,git,technologies,
422,gnome,technologies,
423,google adwords,technologies,
424,google analytics,technologies,
425,google maps api,technologies,
426,google play services,technologies,
427,google protocol buffers,technologies,protobuf
428,google tag manager,technologies,
429,google web master tools,technologies,
430,google web toolkit,technologies,gwt
431,grails,technologies,
432,graylog,technologies,
433,hacmp,technologies,
434,haml,technologies,html abstraction markup language
435,handlebars.js,technologies,
436,hateoas,technologies,
437,hibernate,technologies,
438,hpe 3par,technologies,
439,hpe storage,technologies,
440,http live streaming,technologies,hls
441,http smooth streaming,technologies,hss
442,hystrix,technologies,
443,ibatis dao,technologies,
444,ibatis sql maps,technologies,
445,ibis,technologies,
446,ibm bluemix,technologies,
447,ibm cognos,technologies,
448,ibm opc,technologies,operations planning & control
449,ibm spss,technologies,
450,ibm watson,technologies,
451,idea,technologies,
452,identityserver,technologies,
453,imagemagick,technologies,
454,informatica powercenter,technologies,
455,ip chains,technologies,
456,irda,technologies,
457,isapi,technologies,
458,j2ee jaas,technologies,
459,j2se 6.0 - mustang,technologies,
460,java annotation,technologies,
461,java applet,technologies,
462,java beans,technologies,
463,java card,technologies,
464,java database connectivity,technologies,jdbc
465,java management extensions,technologies,jmx
466,java message service,technologies,jms
467,java native interface,technologies,jni
468,java persistence api,technologies,
469,java play framework,technologies,
470,java portlets,technologies,
471,java rmi,technologies,
472,java server pages,technologies,jsp
473,java server pages standard tag library,technologies,jstl
474,java servlets,technologies,
475,java stripes,technologies,
476,java swing,technologies,
477,java swing synth,technologies,
478,java web start,technologies,
479,javascriptmvc,technologies,
480,javaserver faces,technologies,jsf
481,jaxb,technologies,
482,jaxp,technologies,
483,jax-rs,technologies,
484,jcaptcha,technologies,
485,jfc /java foundation classes,technologies,
486,jini,technologies,
487,jndi,technologies,
488,jns,technologies,java native access
489,jprobe,technologies,
490,jprofiler,technologies,
491,jsom,technologies,
492,json,technologies,
493,json.net,technologies,
494,jsr 268,technologies,portlets
495,jsr168,technologies,portlets
496,jts,technologies,java topology suite
497,jwt,technologies,json web token
498,jxta,technologies,
499,kde,technologies,
500,keycloak,technologies,
501,kibana,technologies,
502,kohana,technologies,
503,lambda,technologies,c#
504,laravel,technologies,php
505,liferay portal enterprise edition,technologies,
506,liferay portal standard edition,technologies,
507,linq,technologies,
508,linq to sql,technologies,
509,linq to xml,technologies,
510,liv.net,technologies,edlund
511,livedata,technologies,android
512,logstash,technologies,
513,lucene,technologies,
514,managed extensibility framework,technologies,mef
515,mapi,technologies,
516,mapinfo,technologies,
517,mapobjects,technologies,
518,mbms,technologies,
519,mcollective,technologies,marionette collective
520,message sequence chart,technologies,
521,mfc,technologies,
522,microsoft adcentre,technologies,
523,microsoft azure active directory,technologies,
524,microsoft azure api management,technologies,
525,microsoft azure application insights,technologies,
526,microsoft azure data factory,technologies,adf
527,microsoft azure data lake,technologies,
528,microsoft azure databricks,technologies,
529,microsoft azure expressroute,technologies,
530,microsoft azure functions,technologies,
531,microsoft azure hdinsight,technologies,
532,microsoft azure iaas,technologies,
533,microsoft azure logic apps,technologies,
534,microsoft azure mfa,technologies,multi-factor authentication
535,microsoft azure paas,technologies,
536,microsoft azure saas,technologies,
537,microsoft azure security center,technologies,
538,microsoft azure service bus,technologies,
539,microsoft azure site recovery,technologies,
540,microsoft azure sql data warehouse,technologies,
541,microsoft azure storage,technologies,
542,microsoft azure virtual network,technologies,
543,microsoft azure web apps,technologies,
544,microsoft compact framework,technologies,
545,microsoft direct3d,technologies,
546,microsoft directdraw,technologies,
547,microsoft directinput,technologies,
548,microsoft directmusic,technologies,
549,microsoft directplay,technologies,
550,microsoft directsetup,technologies,
551,microsoft directshow,technologies,
552,microsoft directsound,technologies,
553,microsoft directx,technologies,
554,microsoft message queues,technologies,
555,microsoft solutions framework,technologies,msf
556,microsoft xna,technologies,
557,mitid,technologies,
558,model view viewmodel,technologies,mvvm
559,mqi,technologies,
560,muffins,technologies,webstart
561,mva,technologies,
562,mvc,technologies,model-view-controller
563,mvc razor,technologies,
564,mvvmcross,technologies,
565,nemid,technologies,
566,nhibernate,technologies,
567,nightwatch.js,technologies,
568,nordic market model,technologies,
569,nsapi,technologies,
570,n-tier,technologies,
571,numerical control,technologies,
572,oauth,technologies,
573,oauth2,technologies,
574,object modeling framework,technologies,omf
575,objectarx,technologies,
576,ocx,technologies,
577,oid,technologies,oracle internet directory
578,oio xml,technologies,
579,oioubl,technologies,
580,okhttp,technologies,
581,olap,technologies,
582,ole,technologies,
583,one-time password,technologies,otp
584,opc,technologies,
585,opc ua,technologies,opc unified architecture
586,opc/esa,technologies,
587,open database connectivity,technologies,odbc
588,openam,technologies,
589,opengl,technologies,
590,openid connect,technologies,
591,openjump,technologies,
592,openssl,technologies,
593,operational technology,technologies,ot
594,oracle adf,technologies,application development framework
595,oracle autonomous transaction processing,technologies,atp
596,oracle responsys,technologies,
597,osca,technologies,secure office
598,osf-motif,technologies,
599,papyrus docexec,technologies,
600,pdo,technologies,php data objects
601,pgp - encryption,technologies,
602,pki,technologies,
603,portlets,technologies,
604,postgis,technologies,
605,powerha,technologies,ibm
606,powervm,technologies,ibm
607,ppfa,technologies,page printer formatting aid
608,profisee mdm,technologies,master data management
609,progressive web apps,technologies,
610,prototype,technologies,
611,pull requests,technologies,
612,qgis,technologies,quantum gis
613,quartz,technologies,
614,quickturn,technologies,
615,rbac,technologies,role-based access control
616,rdf,technologies,
617,regedit,technologies,
618,remobjects anydac,technologies,
619,remobjects hydra,technologies,
620,rendezvous,technologies,
621,rest,technologies,
622,rest api,technologies,
623,rest assured,technologies,
624,restful design,technologies,
625,restful programming,technologies,
626,rfi/emi,technologies,
627,rhino.mocks,technologies,
628,rmi/iiop,technologies,
629,rss,technologies,
630,rxjava,technologies,reactive java
631,salesforce api,technologies,
632,sap bapi,technologies,
633,sap rfc,technologies,
634,sax,technologies,
635,scribe insight,technologies,
636,scriptaculous,technologies,
637,secure shell,technologies,ssh
638,security baseline,technologies,windows
639,service fabric,technologies,azure
640,set,technologies,
641,sgml,technologies,
642,sharepoint object model,technologies,
643,siem,technologies,security information event management
644,simatic controllers,technologies,
645,single sign-on,technologies,sso
646,single-page application,technologies,spa
647,sitecore dms,technologies,digital marketing system
648,sitecore ecm,technologies,e-mail campaign manager
649,sitecore foundry,technologies,
650,skade.net,technologies,edlund
651,smartcard,technologies,
652,smil,technologies,
653,soap,technologies,
654,soar,technologies,
655,sphinx,technologies,
656,spring,technologies,
657,spring boot,technologies,
658,spring cloud,technologies,
659,spring cloud netflix,technologies,
660,spring core,technologies,
661,spring mvc,technologies,
662,spring security,technologies,
663,spring web services,technologies,
664,springfox,technologies,
665,sql server analysis services,technologies,ssas
666,sql server business intelligence,technologies,bi
667,sql server data tools,technologies,ssdt
668,sql server integration services,technologies,ssis
669,sql server management studio,technologies,ssms
670,sql server reporting services,technologies,ssrs
671,sqlj,technologies,
672,ssr,technologies,server side rendering
673,stax,technologies,
674,sterling integrator,technologies,si
675,stl,technologies,
676,stored procedures,technologies,stp
677,struts,technologies,
678,svg,technologies,
679,swagger,technologies,
680,swing,technologies,
681,symfony,technologies,
682,symfony 2,technologies,
683,symfony 3,technologies,
684,symfony 4,technologies,
685,system management facilities,technologies,smf
686,systemc,technologies,
687,tag libraries,technologies,
688,tandem,technologies,
689,tapestry,technologies,
690,tapi,technologies,
691,telelogic rhapsody,technologies,
692,tibco::rv,technologies,
693,tiles plugin,technologies,
694,tmap,technologies,
695,tomahawk,technologies,
696,topicmap,technologies,
697,tp antenna,technologies,
698,travis ci,technologies,
699,triple des,technologies,
700,tsapi,technologies,
701,tso/racf,technologies,
702,tso-ispf,technologies,
703,twain,technologies,
704,twitter api,technologies,
705,typo3,technologies,
706,uart,technologies,
707,unity cloud build,technologies,
708,unix,technologies,solaris,compaq tru 64
709,unreal engine,technologies,
710,vbx,technologies,
711,video encoding,technologies,video transcoding
712,voicexml,technologies,vxml
713,vrml,technologies,
714,vxfs,technologies,
715,waffle,technologies,windows authhentication framework
716,wap,technologies,
717,wcf,technologies,
718,web,technologies,
719,web crypto,technologies,api
720,web part,technologies,
721,web scraping,technologies,
722,webforms,technologies,
723,webgis,technologies,
724,webgl,technologies,
725,webobjects,technologies,
726,websockets,technologies,
727,wicket,technologies,apache
728,wiki,technologies,
729,win16,technologies,
730,win32,technologies,
731,winapi,technologies,
732,windows bitlocker,technologies,
733,windows dna,technologies,
734,windows hello,technologies,
735,windows media,technologies,
736,windows mobile,technologies,
737,windows server appfabric,technologies,
738,windows workflow foundation,technologies,wf
739,winforms,technologies,
740,wininet,technologies,
741,winsocket,technologies,
742,wml,technologies,
743,wonderware application server,technologies,
744,wonderware intouch,technologies,
745,wpf,technologies,
746,wpki,technologies,
747,x windows,technologies,
748,xacml,technologies,
749,xalan,technologies,
750,xbrl,technologies,
751,xerces,technologies,
752,xforms,technologies,
753,xhtml,technologies,
754,xilinx embedded powerpc,technologies,
755,xilinx fpga,technologies,
756,xilinx microblaze soft-core,technologies,
757,xml,technologies,
758,xml parser,technologies,
759,xml schema,technologies,
760,xmpp,technologies,
761,xsd,technologies,
762,xvt,technologies,
763,yahoo search marketing,technologies,
764,youtube api,technologies,
765,zapp,technologies,
766,zend framework,technologies,
767,.net,platforms,
768,.net 3.0,platforms,
769,.net 3.5,platforms,
770,.net 4.0,platforms,
771,.net 4.5,platforms,
772,.net core,platforms,
773,386bsd,platforms,
774,a/ux,platforms,
775,abc80,platforms,
776,adobe marketing cloud,platforms,
777,advent portfolio exchange platform,platforms,
778,aia interactive digital platform,platforms,
779,aix,platforms,
780,akamai intelligent platform,platforms,
781,algorithmics,platforms,algo
782,alibaba cloud,platforms,
783,amazon web services,platforms,aws
784,amiga,platforms,
785,android,platforms,
786,apache kafka,platforms,
787,apache pig,platforms,
788,apigee api platform,platforms,
789,appian,platforms,
790,apple,platforms,
791,apple homekit,platforms,
792,app-v,platforms,softgrid
793,aprimo,platforms,
794,arch linux,platforms,
795,arduino,platforms,
796,arkit,platforms,
797,asp.net core,platforms,
798,automation anywhere,platforms,rpa
799,axe-10,platforms,
800,axys - advent for asset manager,platforms,
801,beos,platforms,
802,blackberry os,platforms,
803,boomerang,platforms,
804,brew,platforms,
805,bs2000/osd,platforms,
806,bsd unix,platforms,
807,c64,platforms,
808,calypso,platforms,
809,calypso 14,platforms,
810,calypso 15,platforms,
811,calypso 16,platforms,
812,centum vp,platforms,yokogawa
813,cics,platforms,
814,citrix,platforms,
815,cli,platforms,
816,cloudera cdh,platforms,
817,cloudera essentials,platforms,
818,cocos2d,platforms,
819,codewright,platforms,
820,com/com+,platforms,
821,confluent kafka,platforms,
822,coreos container linux,platforms,
823,cuda,platforms,
824,cyberark privileged access security,platforms,
825,cygwin,platforms,
826,db2 warehouse manager,platforms,
827,dde supermax,platforms,
828,debian,platforms,
829,dec,platforms,
830,dec alpha,platforms,
831,dec net,platforms,
832,dhtml/dom,platforms,
833,digital unix,platforms,
834,digital-compaq unix,platforms,
835,digitalocean,platforms,
836,dos,platforms,
837,dos/vse,platforms,
838,dow jones dna,platforms,
839,drdos,platforms,
840,ecos,platforms,embedded configurable operating system
841,elastic stack,platforms,elk stack
842,embedded linux,platforms,
843,enterprise objects framework,platforms,eof
844,foundation,platforms,
845,freebsd,platforms,
846,f-secure,platforms,
847,gentoo linux,platforms,
848,google cardboard,platforms,
849,google chrome os,platforms,
850,google cloud platform,platforms,
851,google fuchsia,platforms,
852,guardian,platforms,
853,hp 3000,platforms,
854,hp 9000,platforms,
855,hp-unix,platforms,
856,htc vive,platforms,
857,ibm 3090,platforms,
858,ibm 3270,platforms,
859,ibm as/400,platforms,
860,ibm cloud,platforms,
861,ibm directory integrator,platforms,
862,ibm filenet p8 platform,platforms,
863,ibm i,platforms,
864,ibm information server,platforms,
865,ibm infosphere datastage,platforms,
866,ibm infosphere information server,platforms,
867,ibm iseries,platforms,
868,ibm s/36,platforms,
869,ibm s/38,platforms,
870,ibm tmf,platforms,
871,ibm z/os,platforms,
872,informatica,platforms,
873,instagram api,platforms,
874,intersystems ensemble,platforms,
875,ion,platforms,finance
876,ios,platforms,
877,ios 8,platforms,
878,ipad,platforms,
879,iphone os,platforms,
880,irix,platforms,
881,irix-sgi,platforms,
882,ivanti workspace control,platforms,
883,j2ee,platforms,
884,j2se,platforms,
885,jarkarta ee,platforms,
886,java ee,platforms,
887,java ee 6,platforms,
888,java ee 7,platforms,
889,java ee 8,platforms,
890,java me / j2me,platforms,
891,java se,platforms,
892,java se 10,platforms,
893,java se 11,platforms,
894,java se 12,platforms,
895,javafx,platforms,
896,kana,platforms,
897,keylane axon,platforms,
898,keylane plexus,platforms,
899,kony,platforms,konyone
900,kronos,platforms,
901,less,platforms,
902,linux,platforms,
903,linux centos,platforms,
904,linux suse,platforms,
905,macintosh,platforms,
906,macos,platforms,
907,macos x server,platforms,
908,maemo,platforms,
909,mega hopex,platforms,
910,metatrader,platforms,
911,microsoft,platforms,
912,microsoft azure,platforms,
913,microsoft azure analysis services,platforms,
914,microsoft azure stack,platforms,
915,microsoft cluster server,platforms,
916,microsoft dos,platforms,msdos
917,microsoft hololens,platforms,
918,microsoft mediaroom,platforms,
919,microsoft terminal server,platforms,
920,microsoft tv,platforms,mstv
921,microsoft unit testing framework,platforms,
922,microsoft windows,platforms,
923,microsoft windows 10,platforms,
924,microsoft windows 8,platforms,
925,microsoft windows ce,platforms,
926,microsoft windows server,platforms,
927,microsoft windows server 2012,platforms,
928,microsoft windows server 2012 r2,platforms,
929,microsoft windows server 2016,platforms,
930,microsoft windows server 2019,platforms,
931,microsoft windows small business server 2003,platforms,
932,microstrategy,platforms,
933,mulesoft anypoint,platforms,
934,mvs,platforms,
935,neolane,platforms,
936,netbsd,platforms,
937,netsuite,platforms,
938,netware,platforms,
939,nextstep,platforms,
940,nintendo,platforms,
941,nist cybersecurity framework,platforms,
942,novell,platforms,
943,novell netware,platforms,
944,numerix,platforms,analytics platform
945,numerix oneview,platforms,
946,oculus rift,platforms,
947,ogo,platforms,opengroupware.org
948,openbsd,platforms,
949,openlink endur,platforms,
950,opennebula,platforms,
951,openstack,platforms,
952,openstep,platforms,
953,openvms,platforms,
954,ops-mvs,platforms,
955,oracle agile plm,platforms,
956,oracle erp cloud,platforms,
957,oracle hospitality suite8 property,platforms,
958,oracle linux,platforms,
959,oracle real application cluster,platforms,rac
960,oracle vm,platforms,
961,oracle webcenter,platforms,
962,os,platforms,
963,os/2,platforms,
964,os1100,platforms,
965,os-390,platforms,
966,os-400,platforms,
967,ose-delta,platforms,
968,outsystems,platforms,
969,palmos,platforms,
970,playstation,platforms,
971,poet,platforms,
972,portrait customer interaction suite,platforms,
973,progress openedge,platforms,
974,puremvc,platforms,
975,qnx,platforms,
976,red hat linux server,platforms,
977,red hat openshift,platforms,
978,resin app. server,platforms,
979,rightnow cx suite,platforms,
980,rolfe & nolan,platforms,finance
981,rs-6000,platforms,
982,rtos,platforms,
983,rtxcdsp,platforms,
984,ruby on rails,platforms,
985,s/390,platforms,
986,samsung gera vr,platforms,
987,sap cloud platform,platforms,
988,sap integration,platforms,
989,scala play,platforms,
990,sco openserver,platforms,
991,scvmm,platforms,
992,siemens rm400,platforms,
993,siemens tc65,platforms,
994,sinix,platforms,
995,sitecore,platforms,
996,slack,platforms,
997,sun os,platforms,
998,sun solaris os,platforms,
999,suse linux enterprise server,platforms,sles
1000,suse linux openexchange server,platforms,slox
1001,swiftnet,platforms,
1002,symbian,platforms,
1003,t2s,platforms,
1004,ti 99/4a,platforms,
1005,titaniuim mobile,platforms,
1006,tomcat,platforms,
1007,tru64,platforms,
1008,tso,platforms,
1009,ubuntu,platforms,
1010,ultrix,platforms,
1011,uml/mda,platforms,
1012,unisys,platforms,
1013,usg unix,platforms,
1014,vaadin,platforms,
1015,vax,platforms,
1016,version 7,platforms,
1017,vm/cms,platforms,
1018,vms,platforms,
1019,vms/esa,platforms,
1020,vmware,platforms,
1021,vxworks,platforms,
1022,way4,platforms,
1023,web.py,platforms,
1024,webos,platforms,
1025,windows embedded,platforms,
1026,windows mixed reality,platforms,
1027,windows phone,platforms,
1028,wordpress,platforms,
1029,xbox,platforms,
1030,xen,platforms,
1031,xenix,platforms,
1032,xpages,platforms,
1033,xwiki,platforms,
1034,z/vm,platforms,
1035,zoho creator,platforms,
1036,4d,databases,
1037,active dbms,databases,
1038,adabas,databases,
1039,amazon aurora,databases,
1040,amazon relational database service,databases,rds
1041,apache cassandra,databases,
1042,apache couchdb,databases,
1043,apache hbase,databases,
1044,blockchain,databases,
1045,bmc addb,databases,
1046,bmc baca,databases,
1047,bmc bppm,databases,
1048,bmc discovery,databases,addm
1049,bmc performance manager,databases,
1050,borland interbase,databases,
1051,borland paradox,databases,
1052,btrieve,databases,
1053,ca-idms,databases,
1054,cds isis,databases,
1055,clarion - topspeed,databases,
1056,clipper,databases,
1057,cloudera impala,databases,
1058,cockroachdb,databases,
1059,corel paradox,databases,
1060,cqrs,databases,
1061,cte,databases,common table expressions
1062,data transformation services,databases,dts
1063,database query language,databases,
1064,datacom,databases,
1065,dataflex,databases,
1066,db/400,databases,
1067,db2,databases,
1068,db2 universal database,databases,udb
1069,db2/2,databases,
1070,dbase,databases,
1071,dbase se,databases,
1072,distributed data management ddm,databases,
1073,distributed database,databases,
1074,dl/1,databases,
1075,documentdb,databases,
1076,dsi-system,databases,
1077,dynamic database management system,databases,
1078,enscribe,databases,
